,id,период,минут,вероятность,прибыль,выручка,покупательская_активность,тип_сервиса,разрешить_сообщать,маркет_актив_6_мес,маркет_актив_тек_мес,длительность,акционные_покупки,популярная_категория,средний_просмотр_категорий_за_визит,неоплаченные_продукты_штук_квартал,ошибка_сервиса,страниц_за_визит
1726,215924,предыдущий_месяц,13,0.7,3.16,4809.0,Снизилась,стандарт,нет,3.6,4,826,0.3,Товары для детей,2,0,1,12
1727,215924,предыдущий_месяц,13,0.7,3.16,5130.0,Снизилась,стандарт,нет,3.6,4,826,0.3,Товары для детей,2,0,1,12
1728,215925,текущий_месяц,12,0.26,3.4,4094.0,Снизилась,стандарт,нет,4.9,4,450,0.27,Мелкая бытовая техника и электроника,2,2,4,13
1729,215925,предыдущий_месяц,23,0.26,3.4,4458.0,Снизилась,стандарт,нет,4.9,4,450,0.27,Мелкая бытовая техника и электроника,2,2,4,13
1730,215925,предыдущий_месяц,23,0.26,3.4,5028.0,Снизилась,стандарт,нет,4.9,4,450,0.27,Мелкая бытовая техника и электроника,2,2,4,13
1731,215926,предыдущий_месяц,18,0.26,4.47,5616.0,Снизилась,премиум,да,4.2,5,439,0.25,Товары для детей,2,1,4,5
1732,215926,предыдущий_месяц,18,0.26,4.47,5138.0,Снизилась,премиум,да,4.2,5,439,0.25,Товары для детей,2,1,4,5
1733,215926,текущий_месяц,12,0.26,4.47,5331.3,Снизилась,премиум,да,4.2,5,439,0.25,Товары для детей,2,1,4,5
1734,215927,текущий_месяц,9,0.25,5.35,4968.9,Снизилась,стандарт,да,5.2,4,801,0.99,Кухонная посуда,2,1,4,9
1735,215927,предыдущий_месяц,17,0.25,5.35,5108.0,Снизилась,стандарт,да,5.2,4,801,0.99,Кухонная посуда,2,1,4,9
1736,215927,предыдущий_месяц,17,0.25,5.35,4798.0,Снизилась,стандарт,да,5.2,4,801,0.99,Кухонная посуда,2,1,4,9
1737,215928,предыдущий_месяц,18,0.7,3.66,5653.5,Снизилась,стандарт,да,5.2,4,586,0.16,Домашний текстиль,2,4,3,18
1738,215928,предыдущий_месяц,18,0.7,3.66,5568.0,Снизилась,стандарт,да,5.2,4,586,0.16,Домашний текстиль,2,4,3,18
1739,215928,текущий_месяц,12,0.7,3.66,5857.6,Снизилась,стандарт,да,5.2,4,586,0.16,Домашний текстиль,2,4,3,18
1740,215929,текущий_месяц,19,1.0,4.04,6042.6,Снизилась,премиум,да,4.0,4,599,0.15,Товары для детей,2,8,4,7
1741,215929,предыдущий_месяц,15,1.0,4.04,5481.0,Снизилась,премиум,да,4.0,4,599,0.15,Товары для детей,2,8,4,7
1742,215929,предыдущий_месяц,15,1.0,4.04,4983.0,Снизилась,премиум,да,4.0,4,599,0.15,Товары для детей,2,8,4,7
1743,215930,текущий_месяц,21,0.12,2.77,4594.1,Снизилась,премиум,да,5.5,5,1025,0.11,Домашний текстиль,1,4,5,12
1744,215930,предыдущий_месяц,12,0.12,2.77,4493.0,Снизилась,премиум,да,5.5,5,1025,0.11,Домашний текстиль,1,4,5,12
1745,215930,предыдущий_месяц,12,0.12,2.77,4273.0,Снизилась,премиум,да,5.5,5,1025,0.11,Домашний текстиль,1,4,5,12
1746,215931,текущий_месяц,9,0.83,5.33,6143.4,Снизилась,стандарт,нет,4.9,4,302,0.19,Кухонная посуда,1,5,3,7
1747,215931,предыдущий_месяц,11,0.83,5.33,5263.0,Снизилась,стандарт,нет,4.9,4,302,0.19,Кухонная посуда,1,5,3,7
1748,215931,предыдущий_месяц,11,0.83,5.33,5665.0,Снизилась,стандарт,нет,4.9,4,302,0.19,Кухонная посуда,1,5,3,7
1749,215932,текущий_месяц,6,0.9,3.17,4429.0,Снизилась,стандарт,нет,5.3,4,238,0.28,Товары для детей,1,5,2,4
1750,215932,предыдущий_месяц,11,0.9,3.17,4445.0,Снизилась,стандарт,нет,5.3,4,238,0.28,Товары для детей,1,5,2,4
1751,215932,предыдущий_месяц,11,0.9,3.17,3350.0,Снизилась,стандарт,нет,5.3,4,238,0.28,Товары для детей,1,5,2,4
1752,215933,предыдущий_месяц,11,0.0,4.05,5532.0,Снизилась,стандарт,да,4.6,4,316,0.95,Косметика и аксессуары,2,5,6,13
1753,215933,предыдущий_месяц,11,0.0,4.05,6102.0,Снизилась,стандарт,да,4.6,4,316,0.95,Косметика и аксессуары,2,5,6,13
1754,215933,текущий_месяц,10,0.0,4.05,6726.0,Снизилась,стандарт,да,4.6,4,316,0.95,Косметика и аксессуары,2,5,6,13
1755,215934,предыдущий_месяц,15,0.12,4.4,5090.0,Снизилась,стандарт,нет,5.5,4,147,0.99,Мелкая бытовая техника и электроника,1,2,3,7
1756,215934,предыдущий_месяц,15,0.12,4.4,4451.0,Снизилась,стандарт,нет,5.5,4,147,0.99,Мелкая бытовая техника и электроника,1,2,3,7
1757,215934,текущий_месяц,18,0.12,4.4,5773.8,Снизилась,стандарт,нет,5.5,4,147,0.99,Мелкая бытовая техника и электроника,1,2,3,7
1758,215935,предыдущий_месяц,15,1.0,3.85,5274.0,Снизилась,стандарт,да,5.3,4,352,0.13,Товары для детей,1,7,3,10
1759,215935,предыдущий_месяц,15,1.0,3.85,5371.5,Снизилась,стандарт,да,5.3,4,352,0.13,Товары для детей,1,7,3,10
1760,215935,текущий_месяц,19,1.0,3.85,5586.0,Снизилась,стандарт,да,5.3,4,352,0.13,Товары для детей,1,7,3,10
1761,215936,текущий_месяц,17,0.12,4.49,5873.0,Снизилась,стандарт,да,3.9,3,567,0.24,Техника для красоты и здоровья,2,4,7,7
1762,215936,предыдущий_месяц,17,0.12,4.49,4763.0,Снизилась,стандарт,да,3.9,3,567,0.24,Техника для красоты и здоровья,2,4,7,7
1763,215936,предыдущий_месяц,17,0.12,4.49,5288.0,Снизилась,стандарт,да,3.9,3,567,0.24,Техника для красоты и здоровья,2,4,7,7
1764,215937,предыдущий_месяц,10,0.12,2.66,4545.0,Снизилась,премиум,да,4.1,5,744,0.16,Косметика и аксессуары,1,2,5,11
1765,215937,предыдущий_месяц,10,0.12,2.66,4743.0,Снизилась,премиум,да,4.1,5,744,0.16,Косметика и аксессуары,1,2,5,11
1766,215937,текущий_месяц,16,0.12,2.66,5044.6,Снизилась,премиум,да,4.1,5,744,0.16,Косметика и аксессуары,1,2,5,11
1767,215938,предыдущий_месяц,15,0.26,2.59,4439.0,Снизилась,стандарт,да,5.2,3,591,0.18,Техника для красоты и здоровья,2,1,4,17
1768,215938,предыдущий_месяц,15,0.26,2.59,5922.5,Снизилась,стандарт,да,5.2,3,591,0.18,Техника для красоты и здоровья,2,1,4,17
1769,215938,текущий_месяц,13,0.26,2.59,7338.2,Снизилась,стандарт,да,5.2,3,591,0.18,Техника для красоты и здоровья,2,1,4,17
1770,215939,предыдущий_месяц,15,0.03,2.57,5509.0,Снизилась,стандарт,да,2.6,3,966,0.21,Товары для детей,3,1,6,9
1771,215939,предыдущий_месяц,15,0.03,2.57,4709.5,Снизилась,стандарт,да,2.6,3,966,0.21,Товары для детей,3,1,6,9
1772,215939,текущий_месяц,22,0.03,2.57,4146.6,Снизилась,стандарт,да,2.6,3,966,0.21,Товары для детей,3,1,6,9
1773,215940,предыдущий_месяц,13,0.0,2.09,4525.0,Снизилась,премиум,да,5.7,5,903,0.99,Косметика и аксессуары,2,8,6,12
1774,215940,предыдущий_месяц,13,0.0,2.09,4691.0,Снизилась,премиум,да,5.7,5,903,0.99,Косметика и аксессуары,2,8,6,12
1775,215940,текущий_месяц,18,0.0,2.09,4799.3,Снизилась,премиум,да,5.7,5,903,0.99,Косметика и аксессуары,2,8,6,12
1776,215941,текущий_месяц,18,1.0,3.63,5192.4,Снизилась,стандарт,да,3.3,5,157,0.13,Домашний текстиль,3,6,5,11
1777,215941,предыдущий_месяц,21,1.0,3.63,4701.0,Снизилась,стандарт,да,3.3,5,157,0.13,Домашний текстиль,3,6,5,11
1778,215941,предыдущий_месяц,21,1.0,3.63,5118.0,Снизилась,стандарт,да,3.3,5,157,0.13,Домашний текстиль,3,6,5,11
1779,215942,текущий_месяц,19,0.12,3.5,3843.9,Прежний уровень,премиум,да,4.1,4,575,0.25,Техника для красоты и здоровья,5,3,5,13
1780,215942,предыдущий_месяц,15,0.12,3.5,4139.0,Прежний уровень,премиум,да,4.1,4,575,0.25,Техника для красоты и здоровья,5,3,5,13
1781,215942,предыдущий_месяц,15,0.12,3.5,4629.0,Прежний уровень,премиум,да,4.1,4,575,0.25,Техника для красоты и здоровья,5,3,5,13
1782,215943,предыдущий_месяц,15,0.12,4.52,4423.0,Прежний уровень,стандарт,нет,3.3,5,129,0.24,Техника для красоты и здоровья,4,1,3,8
1783,215943,предыдущий_месяц,15,0.12,4.52,4919.0,Прежний уровень,стандарт,нет,3.3,5,129,0.24,Техника для красоты и здоровья,4,1,3,8
1784,215943,текущий_месяц,14,0.12,4.52,4983.3,Прежний уровень,стандарт,нет,3.3,5,129,0.24,Техника для красоты и здоровья,4,1,3,8
1785,215944,текущий_месяц,16,0.03,2.93,5424.4,Прежний уровень,стандарт,нет,4.1,4,497,0.28,Техника для красоты и здоровья,3,1,5,15
1786,215944,предыдущий_месяц,19,0.03,2.93,5216.0,Прежний уровень,стандарт,нет,4.1,4,497,0.28,Техника для красоты и здоровья,3,1,5,15
1787,215944,предыдущий_месяц,19,0.03,2.93,5804.0,Прежний уровень,стандарт,нет,4.1,4,497,0.28,Техника для красоты и здоровья,3,1,5,15
1788,215945,текущий_месяц,23,0.12,3.73,4044.8,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7
1789,215945,предыдущий_месяц,19,0.12,3.73,5004.0,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7
1790,215945,предыдущий_месяц,19,0.12,3.73,4420.5,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7
1791,215946,текущий_месяц,14,0.12,2.51,6227.0,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксессуары,5,5,4,6
1792,215946,предыдущий_месяц,14,0.12,2.51,4473.0,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксессуары,5,5,4,6
1793,215946,предыдущий_месяц,14,0.12,2.51,5343.0,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксессуары,5,5,4,6
1794,215947,текущий_месяц,13,0.12,4.46,4701.4,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19
1795,215947,предыдущий_месяц,14,0.12,4.46,5193.0,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19
1796,215947,предыдущий_месяц,14,0.12,4.46,4860.0,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19
1797,215948,текущий_месяц,12,0.12,4.6,4963.1,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5
1798,215948,предыдущий_месяц,12,0.12,4.6,4962.0,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5
1799,215948,предыдущий_месяц,12,0.12,4.6,3992.0,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5
1800,215949,предыдущий_месяц,12,0.03,3.15,5396.0,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8
1801,215949,предыдущий_месяц,12,0.03,3.15,6057.5,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8
1802,215949,текущий_месяц,18,0.03,3.15,6760.8,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8
1803,215950,предыдущий_месяц,11,0.12,4.51,4415.0,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8
1804,215950,предыдущий_месяц,11,0.12,4.51,5124.5,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8
1805,215950,текущий_месяц,13,0.12,4.51,5869.4,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8
1806,215951,предыдущий_месяц,13,0.03,4.29,4667.0,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10
1807,215951,предыдущий_месяц,13,0.03,4.29,4721.0,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10
1808,215951,текущий_месяц,18,0.03,4.29,4897.8,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10
1809,215952,текущий_месяц,13,0.12,4.4,5682.8,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8
1810,215952,предыдущий_месяц,13,0.12,4.4,4864.0,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8
1811,215952,предыдущий_месяц,13,0.12,4.4,5233.0,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8
1812,215953,предыдущий_месяц,17,0.12,4.11,4690.0,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8
1813,215953,предыдущий_месяц,17,0.12,4.11,4838.0,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8
1814,215953,текущий_месяц,16,0.12,4.11,4839.3,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8
1815,215954,текущий_месяц,20,0.03,2.71,6518.4,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7
1816,215954,предыдущий_месяц,20,0.03,2.71,4644.0,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7
1817,215954,предыдущий_месяц,20,0.03,2.71,5578.5,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7
1818,215955,предыдущий_месяц,13,0.12,4.11,4072.0,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12
1819,215955,предыдущий_месяц,13,0.12,4.11,4777.0,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12
1820,215955,текущий_месяц,15,0.12,4.11,4813.0,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12
1821,215956,предыдущий_месяц,17,0.12,2.35,5165.0,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13
1822,215956,предыдущий_месяц,17,0.12,2.35,5277.0,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13
1823,215956,текущий_месяц,14,0.12,2.35,5392.5,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13
1824,215957,предыдущий_месяц,16,0.03,5.95,5276.5,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксессуары,5,0,7,9
1825,215957,предыдущий_месяц,16,0.03,5.95,5314.0,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксессуары,5,0,7,9
1826,215957,текущий_месяц,21,0.03,5.95,5374.0,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксессуары,5,0,7,9
1827,215958,предыдущий_месяц,17,0.12,3.91,4448.5,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12
1828,215958,предыдущий_месяц,17,0.12,3.91,4609.0,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12
1829,215958,текущий_месяц,13,0.12,3.91,4439.4,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12
1830,215959,предыдущий_месяц,13,0.0,5.88,5346.5,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10
1831,215959,предыдущий_месяц,13,0.0,5.88,5021.0,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10
1832,215959,текущий_месяц,11,0.0,5.88,5758.6,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10
1833,215960,предыдущий_месяц,13,0.0,4.61,4829.0,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6
1834,215960,предыдущий_месяц,13,0.0,4.61,4561.0,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6
1835,215960,текущий_месяц,8,0.0,4.61,4923.7,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6
1836,215961,предыдущий_месяц,12,0.03,4.08,5261.0,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6
1837,215961,предыдущий_месяц,12,0.03,4.08,5460.5,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6
1838,215961,текущий_месяц,19,0.03,4.08,5763.4,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6
1839,215962,текущий_месяц,12,0.26,4.47,5008.0,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12
1840,215962,предыдущий_месяц,19,0.26,4.47,4872.0,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12
1841,215962,предыдущий_месяц,19,0.26,4.47,4917.0,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12
1842,215963,предыдущий_месяц,17,0.12,4.5,5293.0,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15
1843,215963,предыдущий_месяц,17,0.12,4.5,5143.0,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15
1844,215963,текущий_месяц,17,0.12,4.5,5143.0,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15
1845,215964,предыдущий_месяц,19,0.25,3.67,4725.0,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10
1846,215964,предыдущий_месяц,19,0.25,3.67,5031.0,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10
1847,215964,текущий_месяц,11,0.25,3.67,5120.2,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10
1848,215965,текущий_месяц,18,0.03,3.72,5650.2,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксессуары,4,0,5,6
1849,215965,предыдущий_месяц,16,0.03,3.72,5103.0,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксессуары,4,0,5,6
1850,215965,предыдущий_месяц,16,0.03,3.72,5326.5,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксессуары,4,0,5,6
1851,215966,текущий_месяц,12,0.26,2.35,5561.6,Прежний уровень,стандарт,да,4.7,3,730,0.2,Техника для красоты и здоровья,2,1,4,7
1852,215966,предыдущий_месяц,14,0.26,2.35,5388.0,Прежний уровень,стандарт,да,4.7,3,730,0.2,Техника для красоты и здоровья,2,1,4,7
1853,215966,предыдущий_месяц,14,0.26,2.35,5715.0,Прежний уровень,стандарт,да,4.7,3,730,0.2,Техника для красоты и здоровья,2,1,4,7
1854,215967,текущий_месяц,22,0.12,4.88,6584.0,Прежний уровень,стандарт,нет,4.1,3,775,0.15,Косметика и аксессуары,4,2,4,4
1855,215967,предыдущий_месяц,8,0.12,4.88,4382.0,Прежний уровень,стандарт,нет,4.1,3,775,0.15,Косметика и аксессуары,4,2,4,4
1856,215967,предыдущий_месяц,8,0.12,4.88,5492.0,Прежний уровень,стандарт,нет,4.1,3,775,0.15,Косметика и аксессуары,4,2,4,4
1857,215968,предыдущий_месяц,13,0.12,3.04,4742.0,Прежний уровень,стандарт,да,4.9,5,574,0.28,Косметика и аксессуары,4,5,5,5
1858,215968,предыдущий_месяц,13,0.12,3.04,5355.5,Прежний уровень,стандарт,да,4.9,5,574,0.28,Косметика и аксессуары,4,5,5,5
1859,215968,текущий_месяц,19,0.12,3.04,6017.2,Прежний уровень,стандарт,да,4.9,5,574,0.28,Косметика и аксессуары,4,5,5,5
1860,215969,предыдущий_месяц,12,0.62,2.45,3803.0,Прежний уровень,стандарт,да,4.1,5,132,0.28,Техника для красоты и здоровья,5,2,3,8
1861,215969,предыдущий_месяц,12,0.62,2.45,4506.0,Прежний уровень,стандарт,да,4.1,5,132,0.28,Техника для красоты и здоровья,5,2,3,8
1862,215969,текущий_месяц,10,0.62,2.45,4542.7,Прежний уровень,стандарт,да,4.1,5,132,0.28,Техника для красоты и здоровья,5,2,3,8
1863,215970,текущий_месяц,14,0.12,3.51,5077.6,Прежний уровень,стандарт,да,3.6,4,659,0.21,Домашний текстиль,5,4,4,14
1864,215970,предыдущий_месяц,12,0.12,3.51,4828.0,Прежний уровень,стандарт,да,3.6,4,659,0.21,Домашний текстиль,5,4,4,14
1865,215970,предыдущий_месяц,12,0.12,3.51,4690.0,Прежний уровень,стандарт,да,3.6,4,659,0.21,Домашний текстиль,5,4,4,14
1866,215971,текущий_месяц,14,0.12,4.79,6485.0,Прежний уровень,стандарт,да,5.2,4,491,0.17,Мелкая бытовая техника и электроника,3,2,2,8
1867,215971,предыдущий_месяц,17,0.12,4.79,5529.5,Прежний уровень,стандарт,да,5.2,4,491,0.17,Мелкая бытовая техника и электроника,3,2,2,8
1868,215971,предыдущий_месяц,17,0.12,4.79,4577.0,Прежний уровень,стандарт,да,5.2,4,491,0.17,Мелкая бытовая техника и электроника,3,2,2,8
1869,215972,текущий_месяц,20,0.12,3.2,3237.2,Прежний уровень,стандарт,да,4.3,5,979,0.13,Мелкая бытовая техника и электроника,4,3,6,14
1870,215972,предыдущий_месяц,23,0.12,3.2,3732.5,Прежний уровень,стандарт,да,4.3,5,979,0.13,Мелкая бытовая техника и электроника,4,3,6,14
1871,215972,предыдущий_месяц,23,0.12,3.2,4454.0,Прежний уровень,стандарт,да,4.3,5,979,0.13,Мелкая бытовая техника и электроника,4,3,6,14
1872,215973,текущий_месяц,16,0.03,3.54,3302.2,Прежний уровень,стандарт,нет,3.9,4,980,0.15,Мелкая бытовая техника и электроника,2,1,7,4
1873,215973,предыдущий_месяц,17,0.03,3.54,3986.0,Прежний уровень,стандарт,нет,3.9,4,980,0.15,Мелкая бытовая техника и электроника,2,1,7,4
1874,215973,предыдущий_месяц,17,0.03,3.54,4925.0,Прежний уровень,стандарт,нет,3.9,4,980,0.15,Мелкая бытовая техника и электроника,2,1,7,4
1875,215974,предыдущий_месяц,19,0.0,3.96,4899.0,Прежний уровень,стандарт,да,5.1,4,458,0.2,Домашний текстиль,5,1,6,13
1876,215974,предыдущий_месяц,19,0.0,3.96,4309.5,Прежний уровень,стандарт,да,5.1,4,458,0.2,Домашний текстиль,5,1,6,13
1877,215974,текущий_месяц,7,0.0,3.96,3928.6,Прежний уровень,стандарт,да,5.1,4,458,0.2,Домашний текстиль,5,1,6,13
1878,215975,предыдущий_месяц,19,0.03,1.64,5124.0,Прежний уровень,стандарт,нет,3.8,3,646,0.21,Мелкая бытовая техника и электроника,4,1,7,9
1879,215975,предыдущий_месяц,19,0.03,1.64,5902.5,Прежний уровень,стандарт,нет,3.8,3,646,0.21,Мелкая бытовая техника и электроника,4,1,7,9
1880,215975,текущий_месяц,18,0.03,1.64,6707.2,Прежний уровень,стандарт,нет,3.8,3,646,0.21,Мелкая бытовая техника и электроника,4,1,7,9
1881,215976,текущий_месяц,14,0.12,3.85,5215.3,Прежний уровень,стандарт,да,3.3,4,565,0.24,Товары для детей,3,3,7,8
1882,215976,предыдущий_месяц,19,0.12,3.85,5028.0,Прежний уровень,стандарт,да,3.3,4,565,0.24,Товары для детей,3,3,7,8
1883,215976,предыдущий_месяц,19,0.12,3.85,5461.0,Прежний уровень,стандарт,да,3.3,4,565,0.24,Товары для детей,3,3,7,8
1884,215977,предыдущий_месяц,14,0.0,4.02,5618.0,Прежний уровень,премиум,нет,3.5,5,161,0.14,Кухонная посуда,2,1,5,8
1885,215977,предыдущий_месяц,14,0.0,4.02,5693.0,Прежний уровень,премиум,нет,3.5,5,161,0.14,Кухонная посуда,2,1,5,8
1886,215977,текущий_месяц,9,0.0,4.02,5888.0,Прежний уровень,премиум,нет,3.5,5,161,0.14,Кухонная посуда,2,1,5,8
1887,215978,текущий_месяц,15,0.03,4.27,6623.6,Прежний уровень,премиум,да,4.9,5,676,0.18,Косметика и аксессуары,3,1,7,9
1888,215978,предыдущий_месяц,15,0.03,4.27,4948.0,Прежний уровень,премиум,да,4.9,5,676,0.18,Косметика и аксессуары,3,1,7,9
1889,215978,предыдущий_месяц,15,0.03,4.27,5776.0,Прежний уровень,премиум,да,4.9,5,676,0.18,Косметика и аксессуары,3,1,7,9
1890,215979,текущий_месяц,12,0.12,4.7,5128.4,Прежний уровень,стандарт,нет,3.3,3,150,0.14,Домашний текстиль,5,1,1,14
1891,215979,предыдущий_месяц,19,0.12,4.7,4981.5,Прежний уровень,стандарт,нет,3.3,3,150,0.14,Домашний текстиль,5,1,1,14
1892,215979,предыдущий_месяц,19,0.12,4.7,4962.0,Прежний уровень,стандарт,нет,3.3,3,150,0.14,Домашний текстиль,5,1,1,14
1893,215980,предыдущий_месяц,13,0.12,3.75,4520.0,Прежний уровень,стандарт,да,4.7,4,131,0.16,Товары для детей,4,4,0,9
1894,215980,предыдущий_месяц,13,0.12,3.75,3847.0,Прежний уровень,стандарт,да,4.7,4,131,0.16,Товары для детей,4,4,0,9
1895,215980,текущий_месяц,12,0.12,3.75,4560.7,Прежний уровень,стандарт,да,4.7,4,131,0.16,Товары для детей,4,4,0,9
1896,215981,предыдущий_месяц,14,0.03,3.61,5276.0,Прежний уровень,стандарт,да,3.8,4,302,0.16,Товары для детей,5,1,5,8
1897,215981,предыдущий_месяц,14,0.03,3.61,5670.0,Прежний уровень,стандарт,да,3.8,4,302,0.16,Товары для детей,5,1,5,8
1898,215981,текущий_месяц,15,0.03,3.61,5458.1,Прежний уровень,стандарт,да,3.8,4,302,0.16,Товары для детей,5,1,5,8
1899,215982,текущий_месяц,19,0.12,5.01,4605.2,Прежний уровень,стандарт,да,3.5,4,426,0.14,Косметика и аксессуары,6,3,2,7
1900,215982,предыдущий_месяц,19,0.12,5.01,5262.0,Прежний уровень,стандарт,да,3.5,4,426,0.14,Косметика и аксессуары,6,3,2,7
1901,215982,предыдущий_месяц,19,0.12,5.01,4840.5,Прежний уровень,стандарт,да,3.5,4,426,0.14,Косметика и аксессуары,6,3,2,7
1902,215983,текущий_месяц,7,0.0,5.57,5384.5,Прежний уровень,стандарт,нет,4.2,4,160,0.17,Товары для детей,4,5,3,5
1903,215983,предыдущий_месяц,13,0.0,5.57,5375.0,Прежний уровень,стандарт,нет,4.2,4,160,0.17,Товары для детей,4,5,3,5
1904,215983,предыдущий_месяц,13,0.0,5.57,4468.0,Прежний уровень,стандарт,нет,4.2,4,160,0.17,Товары для детей,4,5,3,5
1905,215984,текущий_месяц,14,0.26,4.31,6308.2,Прежний уровень,стандарт,да,4.1,4,913,0.28,Кухонная посуда,2,2,4,7
1906,215984,предыдущий_месяц,15,0.26,4.31,4781.0,Прежний уровень,стандарт,да,4.1,4,913,0.28,Кухонная посуда,2,2,4,7
1907,215984,предыдущий_месяц,15,0.26,4.31,5529.5,Прежний уровень,стандарт,да,4.1,4,913,0.28,Кухонная посуда,2,2,4,7
1908,215985,текущий_месяц,11,0.0,6.78,5661.0,Прежний уровень,стандарт,да,5.5,5,541,0.17,Мелкая бытовая техника и электроника,4,1,6,5
